,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
3415,e,2,3,2,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,3,1,0
3416,e,2,3,4,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,2,2,0
3417,p,5,0,3,0,2,1,0,1,2,1,1,1,1,4,6,0,2,1,2,1,1,1
3418,p,5,2,3,0,1,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,3,0
3419,e,2,3,2,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,2,1,0
3420,e,5,3,3,1,5,1,0,1,10,0,1,2,2,6,7,0,2,1,4,3,1,0
3421,p,5,0,3,0,1,1,1,0,2,1,1,2,2,7,7,0,2,1,4,2,2,0
3422,e,2,3,4,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,1,0
3423,e,2,3,3,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,2,1,0
3424,e,2,0,2,1,5,1,0,1,9,0,1,2,2,6,7,0,2,1,4,2,2,0
3425,p,5,0,9,0,2,1,0,1,7,1,1,1,1,4,0,0,2,1,2,1,2,4
3426,p,5,2,3,0,1,1,1,0,7,1,1,2,2,7,7,0,2,1,4,2,2,0
3427,e,2,3,3,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,3,1,0
3428,e,2,3,4,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,3,1,0
3429,e,2,3,4,1,5,1,0,1,9,0,1,2,2,3,3,0,2,1,4,2,1,0
3430,e,2,3,3,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,3,2,0
3431,e,2,3,3,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,2,2,0
3432,p,5,0,3,0,2,1,0,1,2,1,1,1,1,4,4,0,2,1,2,1,2,4
3433,e,2,3,3,1,5,1,0,1,10,0,1,2,2,6,7,0,2,1,4,2,1,0
3434,e,2,0,2,1,5,1,0,1,7,0,1,2,2,3,7,0,2,1,4,3,2,0
3435,p,5,0,3,0,1,1,1,0,2,1,1,2,2,7,7,0,2,1,4,3,2,0
3436,e,2,3,3,1,5,1,0,1,9,0,1,2,2,7,6,0,2,1,4,3,2,0
3437,p,2,3,3,0,2,1,0,1,3,1,1,1,1,6,6,0,2,1,2,1,1,4
3438,e,2,0,2,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,2,1,0
3439,p,5,0,3,0,2,1,0,1,3,1,1,1,1,0,6,0,2,1,2,1,2,4
3440,e,2,3,3,1,5,1,0,1,9,0,1,2,2,7,6,0,2,1,4,2,2,0
3441,p,5,0,5,0,1,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,3,0
3442,e,2,0,2,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,3,2,0
3443,p,5,0,5,0,1,1,1,0,7,1,1,2,2,7,7,0,2,1,4,3,2,0
3444,p,5,2,8,0,1,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,3,0
3445,e,2,3,3,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,3,2,0
3446,p,5,2,5,0,1,1,1,0,9,1,1,2,2,7,7,0,2,1,4,3,2,0
3447,p,5,0,3,0,2,1,0,1,2,1,1,1,1,0,0,0,2,1,2,1,1,0
3448,e,5,0,4,1,5,1,0,1,9,0,1,2,2,7,3,0,2,1,4,3,2,0
3449,e,2,3,3,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,2,1,0
3450,e,2,3,2,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,1,0
3451,p,5,0,3,0,2,1,0,1,7,1,1,1,1,6,0,0,2,1,2,1,1,1
3452,p,5,0,3,0,1,1,1,0,5,1,1,2,2,7,7,0,2,1,4,3,2,0
3453,p,5,0,3,0,2,1,0,1,2,1,1,1,1,6,0,0,2,1,2,1,2,4
3454,p,5,0,8,0,1,1,1,0,9,1,1,2,2,7,7,0,2,1,4,3,3,0
3455,e,2,3,4,1,5,1,0,1,7,0,1,2,2,3,7,0,2,1,4,2,1,0
3456,e,2,3,3,1,5,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,1,0
3457,p,5,0,8,0,1,1,1,0,2,1,1,2,2,7,7,0,2,1,4,2,3,0
3458,e,5,3,3,1,5,1,0,1,10,0,1,2,2,3,7,0,2,1,4,2,1,0
3459,e,2,3,4,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,2,2,0
3460,e,2,0,3,1,5,1,0,1,9,0,1,2,2,3,7,0,2,1,4,2,1,0
3461,e,5,3,2,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,2,1,0
3462,e,2,3,2,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,2,1,0
3463,p,5,0,8,0,1,1,1,0,5,1,1,2,2,7,7,0,2,1,4,2,3,0
3464,e,2,0,2,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,3,1,0
3465,p,5,3,9,0,2,1,0,1,3,1,1,1,1,4,6,0,2,1,2,1,1,0
3466,e,2,0,3,1,5,1,0,1,7,0,1,2,2,7,6,0,2,1,4,3,2,0
3467,e,2,3,4,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,3,2,0
3468,p,5,0,3,0,1,1,1,0,7,1,1,2,2,7,7,0,2,1,4,3,2,0
3469,p,5,2,5,0,1,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,2,0
3470,e,2,0,2,1,5,1,0,1,9,0,1,2,2,3,6,0,2,1,4,3,1,0
3471,e,5,0,3,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,2,2,0
3472,e,2,3,3,1,5,1,0,1,9,0,1,2,2,3,3,0,2,1,4,2,1,0
3473,p,5,0,3,0,2,1,0,1,3,1,1,1,1,4,0,0,2,1,2,1,2,4
3474,e,5,3,4,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,2,0
3475,e,2,3,3,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,2,1,0
3476,e,2,0,3,1,5,1,0,1,9,0,1,2,2,3,3,0,2,1,4,3,1,0
3477,p,5,0,3,0,1,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,3,0
3478,e,2,3,4,1,5,1,0,1,7,0,1,2,2,7,6,0,2,1,4,3,2,0
3479,p,5,0,3,0,2,1,0,1,3,1,1,1,1,6,6,0,2,1,2,1,2,4
3480,e,2,3,3,1,5,1,0,1,9,0,1,2,2,6,6,0,2,1,4,2,2,0
3481,e,2,0,2,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,2,2,0
3482,e,2,0,2,1,5,1,0,1,5,0,1,2,2,7,6,0,2,1,4,2,1,0
3483,p,5,2,8,0,1,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,2,0
3484,p,5,0,8,0,1,1,1,0,7,1,1,2,2,7,7,0,2,1,4,3,3,0
3485,e,2,0,2,1,5,1,0,1,10,0,1,2,2,6,7,0,2,1,4,2,2,0
3486,e,2,0,2,1,5,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,2,0
3487,e,2,3,4,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,2,1,0
3488,p,5,0,3,0,2,1,0,1,3,1,1,1,1,4,0,0,2,1,2,1,2,1
3489,e,2,3,3,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,2,1,0
3490,p,5,0,3,0,2,1,0,1,7,1,1,1,1,6,4,0,2,1,2,1,1,4
3491,e,2,0,2,1,5,1,0,1,10,0,1,2,2,3,6,0,2,1,4,3,1,0
3492,p,5,0,3,0,2,1,0,1,3,1,1,1,1,4,6,0,2,1,2,1,2,1
3493,e,2,3,3,1,5,1,0,1,9,0,1,2,2,6,7,0,2,1,4,3,2,0
3494,e,2,0,2,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,1,0
3495,e,2,3,4,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,3,2,0
3496,p,5,0,3,0,2,1,0,1,3,1,1,1,1,6,4,0,2,1,2,1,1,0
3497,e,2,0,2,1,5,1,0,1,9,0,1,2,2,3,3,0,2,1,4,2,1,0
3498,e,5,0,3,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,3,2,0
3499,e,2,3,3,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,3,2,0
3500,p,5,0,8,0,1,1,1,0,9,1,1,2,2,7,7,0,2,1,4,2,3,0
3501,e,2,0,2,1,5,1,0,1,7,0,1,2,2,7,6,0,2,1,4,2,1,0
3502,e,2,0,2,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,2,1,0
3503,e,2,3,2,1,5,1,0,1,9,0,1,2,2,7,3,0,2,1,4,3,1,0
3504,e,5,0,2,1,5,1,0,1,5,0,1,2,2,3,6,0,2,1,4,2,2,0
3505,e,2,3,4,1,5,1,0,1,9,0,1,2,2,6,7,0,2,1,4,2,2,0
3506,p,5,0,3,0,2,1,0,1,7,1,1,1,1,6,4,0,2,1,2,1,2,1
3507,e,5,0,3,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,2,2,0
3508,p,5,0,3,0,2,1,0,1,2,1,1,1,1,0,4,0,2,1,2,1,1,0
3509,e,2,3,3,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,2,2,0
3510,e,2,3,4,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,3,1,0
3511,p,5,3,3,0,2,1,0,1,3,1,1,1,1,0,6,0,2,1,2,1,2,0
3512,e,2,3,3,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,3,1,0
3513,p,2,0,3,0,2,1,0,1,7,1,1,1,1,4,6,0,2,1,2,1,2,0
3514,e,2,3,2,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,2,1,0
3515,p,5,2,3,0,1,1,0,0,2,1,1,2,2,7,7,0,2,1,4,3,2,0
3516,e,2,3,2,1,5,1,0,1,9,0,1,2,2,6,7,0,2,1,4,2,2,0
3517,e,2,3,4,1,5,1,0,1,9,0,1,2,2,3,7,0,2,1,4,2,1,0
3518,e,5,0,2,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,2,2,0
3519,e,2,3,2,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,2,2,0
3520,e,2,3,3,1,5,1,0,1,10,0,1,2,2,6,3,0,2,1,4,3,2,0
3521,p,5,2,5,0,1,1,1,0,5,1,1,2,2,7,7,0,2,1,4,2,3,0
3522,p,2,0,3,0,2,1,0,1,3,1,1,1,1,0,6,0,2,1,2,1,2,0
3523,e,2,0,3,1,5,1,0,1,10,0,1,2,2,6,7,0,2,1,4,3,2,0
3524,e,2,0,2,1,5,1,0,1,10,0,1,2,2,7,3,0,2,1,4,3,1,0
3525,p,5,0,5,0,1,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,2,0
3526,e,2,0,4,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,3,1,0
3527,e,2,3,3,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,2,2,0
3528,e,2,3,2,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,2,1,0
3529,e,2,3,2,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,2,1,0
3530,e,5,0,3,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,3,1,0
3531,p,5,2,8,0,1,1,1,0,7,1,1,2,2,7,7,0,2,1,4,3,2,0
3532,e,2,3,3,1,5,1,0,1,5,0,1,2,2,3,3,0,2,1,4,2,1,0
3533,p,5,3,3,0,2,1,0,1,7,1,1,1,1,0,6,0,2,1,2,1,2,0
3534,e,2,3,4,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,2,2,0
3535,e,2,3,4,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,2,2,0
3536,p,5,2,3,0,1,1,1,0,5,1,1,2,2,7,7,0,2,1,4,2,3,0
3537,e,2,3,3,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,3,1,0
3538,e,2,3,2,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,3,2,0
3539,p,5,0,3,0,2,1,0,1,2,1,1,1,1,6,4,0,2,1,2,1,1,0
3540,e,5,3,4,1,5,1,0,1,10,0,1,2,2,3,6,0,2,1,4,3,1,0
3541,e,2,3,2,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,3,2,0
3542,e,2,0,2,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,2,2,0
3543,p,5,2,5,0,1,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,3,0
3544,p,5,0,3,0,2,1,0,1,3,1,1,1,1,6,6,0,2,1,2,1,2,0
3545,e,2,3,2,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,2,2,0
3546,e,2,3,3,1,5,1,0,1,7,0,1,2,2,3,7,0,2,1,4,2,2,0
3547,p,5,2,5,0,1,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,2,0
3548,e,2,0,3,1,5,1,0,1,9,0,1,2,2,7,3,0,2,1,4,3,1,0
3549,e,2,0,2,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,1,0
3550,e,2,0,4,1,5,1,0,1,9,0,1,2,2,3,7,0,2,1,4,2,2,0
3551,e,5,3,3,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,3,2,0
3552,e,5,3,4,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,3,1,0
3553,e,2,3,4,1,5,1,0,1,9,0,1,2,2,3,6,0,2,1,4,3,1,0
3554,p,5,0,5,0,1,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,2,0
3555,e,2,0,2,1,5,1,0,1,7,0,1,2,2,7,6,0,2,1,4,2,2,0
3556,p,5,3,9,0,2,1,0,1,7,1,1,1,1,4,4,0,2,1,2,1,1,0
3557,p,5,2,3,0,1,1,1,0,7,1,1,2,2,7,7,0,2,1,4,3,2,0
3558,e,2,3,4,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,2,2,0
3559,p,2,0,3,0,2,1,0,1,7,1,1,1,1,4,4,0,2,1,2,1,2,0
3560,p,5,0,3,0,1,1,1,0,5,1,1,2,2,7,7,0,2,1,4,2,3,0
3561,e,2,3,3,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,2,1,0
3562,e,2,3,3,1,5,1,0,1,9,0,1,2,2,3,3,0,2,1,4,2,2,0
3563,e,2,3,3,1,5,1,0,1,10,0,1,2,2,3,6,0,2,1,4,3,2,0
3564,e,5,3,4,1,5,1,0,1,10,0,1,2,2,3,7,0,2,1,4,3,1,0
3565,p,5,0,9,0,2,1,0,1,7,1,1,1,1,0,4,0,2,1,2,1,2,1
3566,e,2,0,3,1,5,1,0,1,9,0,1,2,2,3,7,0,2,1,4,3,1,0
3567,p,5,0,3,0,2,1,0,1,7,1,1,1,1,0,6,0,2,1,2,1,2,4
3568,e,2,3,2,1,5,1,0,1,9,0,1,2,2,3,7,0,2,1,4,3,2,0
3569,e,2,0,2,1,5,1,0,1,10,0,1,2,2,6,3,0,2,1,4,3,1,0
3570,p,2,0,3,0,2,1,0,1,7,1,1,1,1,4,6,0,2,1,2,1,1,0
3571,e,2,0,2,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,2,2,0
3572,p,5,0,9,0,2,1,0,1,2,1,1,1,1,6,4,0,2,1,2,1,1,4
3573,e,2,0,2,1,5,1,0,1,9,0,1,2,2,3,3,0,2,1,4,3,2,0
3574,e,2,0,3,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,2,0
3575,e,2,0,2,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,2,2,0
3576,e,2,3,2,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,3,2,0
3577,e,2,3,2,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,2,1,0
3578,e,2,3,4,1,5,1,0,1,5,0,1,2,2,3,6,0,2,1,4,3,2,0
3579,e,2,0,3,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,3,2,0
3580,e,2,0,2,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,3,2,0
3581,p,5,0,3,0,2,1,0,1,2,1,1,1,1,0,0,0,2,1,2,1,2,1
3582,e,2,3,4,1,5,1,0,1,9,0,1,2,2,7,3,0,2,1,4,2,1,0
3583,p,5,0,3,0,1,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,2,0
3584,e,2,3,4,1,5,1,0,1,10,0,1,2,2,3,7,0,2,1,4,3,2,0
3585,e,2,3,3,1,5,1,0,1,10,0,1,2,2,7,3,0,2,1,4,2,2,0
3586,e,5,0,2,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,2,1,0
3587,e,2,3,2,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,2,1,0
3588,e,2,0,3,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,3,2,0
3589,e,5,3,3,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,3,2,0
3590,p,5,0,5,0,1,1,0,0,2,1,1,2,2,7,7,0,2,1,4,2,3,0
3591,e,5,3,4,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,3,1,0
3592,e,2,3,4,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,2,2,0
3593,e,2,3,3,1,5,1,0,1,10,0,1,2,2,6,3,0,2,1,4,2,1,0
3594,p,2,0,3,0,2,1,0,1,2,1,1,1,1,4,4,0,2,1,2,1,1,1
3595,e,2,3,3,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,3,2,0
3596,e,2,3,2,1,5,1,0,1,5,0,1,2,2,3,3,0,2,1,4,2,1,0
3597,p,5,0,3,0,2,1,0,1,2,1,1,1,1,6,0,0,2,1,2,1,1,1
3598,e,2,3,4,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,2,1,0
3599,p,5,0,3,0,2,1,0,1,3,1,1,1,1,6,0,0,2,1,2,1,2,1
3600,e,2,0,2,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,2,1,0
3601,e,5,3,4,1,5,1,0,1,10,0,1,2,2,3,7,0,2,1,4,2,1,0
3602,e,5,3,3,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,2,1,0
3603,e,2,3,2,1,5,1,0,1,9,0,1,2,2,7,3,0,2,1,4,2,2,0
3604,p,5,3,3,0,2,1,0,1,7,1,1,1,1,0,4,0,2,1,2,1,2,0
3605,p,5,2,3,0,1,1,0,0,2,1,1,2,2,7,7,0,2,1,4,2,2,0
3606,p,5,0,3,0,2,1,0,1,7,1,1,1,1,0,4,0,2,1,2,1,2,1
3607,p,5,0,3,0,2,1,0,1,7,1,1,1,1,0,0,0,2,1,2,1,2,4
3608,p,2,0,3,0,2,1,0,1,7,1,1,1,1,0,0,0,2,1,2,1,1,4
3609,e,2,0,3,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,2,0
3610,p,5,0,3,0,2,1,0,1,2,1,1,1,1,0,4,0,2,1,2,1,2,0
3611,e,2,3,2,1,5,1,0,1,7,0,1,2,2,7,6,0,2,1,4,2,2,0
3612,e,2,3,4,1,5,1,0,1,10,0,1,2,2,6,3,0,2,1,4,3,2,0
3613,e,2,3,4,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,2,1,0
3614,p,5,3,9,0,2,1,0,1,7,1,1,1,1,4,0,0,2,1,2,1,1,0
3615,e,2,3,3,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,1,0
3616,p,5,0,5,0,1,1,1,0,9,1,1,2,2,7,7,0,2,1,4,3,3,0
3617,e,2,0,2,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,3,1,0
3618,e,2,3,4,1,5,1,0,1,5,0,1,2,2,3,6,0,2,1,4,2,1,0
3619,e,5,3,4,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,2,2,0
3620,e,2,0,2,1,5,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,1,0
3621,p,5,0,3,0,2,1,0,1,3,1,1,1,1,6,4,0,2,1,2,1,1,1
3622,p,5,0,3,0,2,1,0,1,3,1,1,1,1,6,4,0,2,1,2,1,2,4
3623,e,2,0,3,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,2,2,0
3624,e,5,0,4,1,5,1,0,1,9,0,1,2,2,6,7,0,2,1,4,3,2,0
3625,p,5,0,3,0,2,1,0,1,7,1,1,1,1,6,6,0,2,1,2,1,2,0
3626,e,2,0,3,1,5,1,0,1,10,0,1,2,2,6,3,0,2,1,4,3,1,0
3627,p,5,0,5,0,1,1,0,0,2,1,1,2,2,7,7,0,2,1,4,3,3,0
3628,e,2,3,4,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,3,2,0
3629,e,2,3,3,1,5,1,0,1,5,0,1,2,2,3,6,0,2,1,4,2,1,0
3630,p,5,0,3,0,2,1,0,1,2,1,1,1,1,4,4,0,2,1,2,1,1,4
3631,e,5,0,2,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,2,1,0
3632,p,5,2,3,0,1,1,1,0,9,1,1,2,2,7,7,0,2,1,4,2,3,0
3633,p,5,0,3,0,2,1,0,1,3,1,1,1,1,0,6,0,2,1,2,1,2,1
3634,e,2,3,4,1,5,1,0,1,5,0,1,2,2,7,6,0,2,1,4,3,2,0
3635,p,5,0,3,0,2,1,0,1,2,1,1,1,1,4,0,0,2,1,2,1,2,0
3636,e,2,3,2,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,2,2,0
3637,e,2,0,3,1,5,1,0,1,9,0,1,2,2,6,7,0,2,1,4,3,1,0
3638,e,2,0,3,1,5,1,0,1,10,0,1,2,2,3,6,0,2,1,4,3,1,0
3639,e,2,3,4,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,3,1,0
3640,e,2,3,2,1,5,1,0,1,9,0,1,2,2,7,6,0,2,1,4,3,1,0
3641,e,2,3,3,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,2,1,0
3642,e,2,3,2,1,5,1,0,1,9,0,1,2,2,7,3,0,2,1,4,2,1,0
3643,e,2,3,4,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,2,1,0
3644,p,5,3,9,0,2,1,0,1,7,1,1,1,1,6,4,0,2,1,2,1,1,1
3645,e,2,0,3,1,5,1,0,1,9,0,1,2,2,6,6,0,2,1,4,2,1,0
3646,e,2,3,4,1,5,1,0,1,9,0,1,2,2,3,7,0,2,1,4,3,2,0
3647,p,5,0,3,0,2,1,0,1,2,1,1,1,1,4,0,0,2,1,2,1,1,1
3648,p,5,0,3,0,2,1,0,1,7,1,1,1,1,6,0,0,2,1,2,1,2,0
3649,p,5,0,3,0,2,1,0,1,7,1,1,1,1,0,4,0,2,1,2,1,1,4
3650,e,2,3,2,1,5,1,0,1,9,0,1,2,2,3,6,0,2,1,4,3,1,0
3651,e,2,3,4,1,5,1,0,1,7,0,1,2,2,7,6,0,2,1,4,2,2,0
3652,p,5,3,3,0,2,1,0,1,7,1,1,1,1,4,4,0,2,1,2,1,1,0
3653,p,5,0,3,0,2,1,0,1,7,1,1,1,1,6,0,0,2,1,2,1,2,4
3654,p,2,3,3,0,2,1,0,1,7,1,1,1,1,0,0,0,2,1,2,1,2,4
3655,e,2,3,4,1,5,1,0,1,10,0,1,2,2,6,7,0,2,1,4,3,2,0
3656,p,5,0,3,0,1,1,1,0,5,1,1,2,2,7,7,0,2,1,4,3,3,0
3657,e,2,0,2,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,3,2,0
3658,p,2,0,9,0,2,1,0,1,3,1,1,1,1,4,0,0,2,1,2,1,1,0
3659,e,2,3,4,1,5,1,0,1,9,0,1,2,2,3,6,0,2,1,4,3,2,0
3660,e,5,3,2,1,5,1,0,1,9,0,1,2,2,7,6,0,2,1,4,2,1,0
3661,p,5,0,3,0,2,1,0,1,3,1,1,1,1,0,0,0,2,1,2,1,1,4
3662,e,5,3,4,1,5,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,1,0
3663,p,5,2,8,0,1,1,0,0,2,1,1,2,2,7,7,0,2,1,4,3,2,0
3664,e,2,3,3,1,5,1,0,1,7,0,1,2,2,7,3,0,2,1,4,2,2,0
3665,e,2,0,2,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,3,2,0
3666,e,2,3,3,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,3,1,0
3667,p,5,0,3,0,2,1,0,1,2,1,1,1,1,6,0,0,2,1,2,1,2,0
3668,e,2,3,2,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,2,0
3669,e,2,3,2,1,5,1,0,1,7,0,1,2,2,7,3,0,2,1,4,3,1,0
3670,p,5,2,5,0,1,1,0,0,2,1,1,2,2,7,7,0,2,1,4,2,3,0
3671,e,2,0,2,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,2,0
3672,e,2,0,3,1,5,1,0,1,9,0,1,2,2,3,6,0,2,1,4,2,1,0
3673,e,2,0,3,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,3,1,0
3674,e,2,0,3,1,5,1,0,1,9,0,1,2,2,3,6,0,2,1,4,3,2,0
3675,p,5,0,3,0,2,1,0,1,3,1,1,1,1,0,0,0,2,1,2,1,2,4
3676,e,2,3,4,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,3,1,0
3677,e,2,3,3,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,2,2,0
3678,e,2,3,4,1,5,1,0,1,9,0,1,2,2,6,6,0,2,1,4,2,1,0
3679,p,5,2,5,0,1,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,3,0
3680,e,2,3,2,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,2,1,0
3681,e,2,3,3,1,5,1,0,1,7,0,1,2,2,3,6,0,2,1,4,2,2,0
3682,e,2,3,2,1,5,1,0,1,5,0,1,2,2,7,6,0,2,1,4,2,1,0
3683,p,5,2,8,0,1,1,0,0,9,1,1,2,2,7,7,0,2,1,4,2,3,0
3684,p,5,0,3,0,2,1,0,1,3,1,1,1,1,4,4,0,2,1,2,1,2,4
3685,e,2,3,4,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,3,2,0
3686,p,5,0,3,0,2,1,0,1,2,1,1,1,1,6,6,0,2,1,2,1,2,1
3687,p,5,0,8,0,1,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,3,0
3688,e,2,3,4,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,2,1,0
3689,e,2,3,3,1,5,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,2,0
3690,e,2,3,3,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,3,2,0
3691,e,2,3,3,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,3,2,0
3692,p,5,0,8,0,1,1,1,0,7,1,1,2,2,7,7,0,2,1,4,3,2,0
3693,e,2,0,2,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,2,0
3694,p,5,0,3,0,2,1,0,1,2,1,1,1,1,6,0,0,2,1,2,1,2,1
3695,e,2,3,4,1,5,1,0,1,10,0,1,2,2,3,7,0,2,1,4,3,1,0
3696,e,2,3,4,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,3,2,0
